id,num_views,num_votes,num_comments
21523,1,1,0
87152,1,1,0
182789,1,1,0
312571,1,1,0
246776,1.5274364,1.422725,0
86278,3.190828934,3.041859,0
408061,3.065945466,1.81187,0
119989,3.065926666,1.811865,0
247786,3.193901334,3.044565,0
33437,3.194176666,1.964802,0
289286,1.051799334,1.494098,0
221744,3.0666364,1.812061,0
997,3.935390134,3.353557,0
90859,3.491320266,3.312177,0
57506,1.0383344,1.51507,0
292764,2.814491466,2.877153,0
341866,1.423103466,1.459497,0
43264,5.826604266,5.009071,0.518424
116615,4.500370134,3.77636,0.054652
310135,4.1805816,3.190495,0
310390,2.291871866,2.419574,0
64227,1,1.107355,0
97169,1.214869334,1.390006,0
278233,1,1.143329,0
133916,2.2348736,2.416806,0
159346,1,1.372808,0
251770,3.1447944,2.838017,0
36636,1,1.063969,0
356915,1,1.065706,0
25053,1.575626266,1.599809,0
77956,4.458320534,3.881788,0.130988
80731,4.027891334,3.530168,0
35291,3.0838248,2.847183,0
27549,1.8326192,1.481729,0
325665,1.306818134,1.304616,0
29799,1,1.192497,0
315705,4.4138804,2.328356,0.448024
141823,2.436636,2.439274,0
252646,1.1085456,1.540441,0
401397,3.135074666,2.809315,0
283991,1,1.463655,0
63621,1,1.33653,0
296435,4.490822,2.040711,0.189696
353091,1,1.099079,0
255062,1.708903866,1.440621,0
142200,3.727005466,5.353331,0.45106
203180,1.784277866,1.777191,0
20847,1,1.081916,0
280555,3.9237056,3.466621,0
67559,1,1.246449,0
266083,1.468213734,1.359717,0
280439,1,1.195145,0
270045,1,1.258148,0
364853,1,1.178625,0
393463,1.393191066,1.472892,0
84824,1,1.214677,0
380087,1.4028184,1.337542,0
211433,1,2.213822,0
117890,1,2.907386,0
264491,1,1.125198,0
20472,1.406965734,1.338898,0
47772,1.4581088,1.471165,0
35990,1,1.205209,0
145389,1,1.215696,0
404495,1,1.130599,0
72860,1,1.007939,0
115494,3.036949466,2.991819,0
135644,3.731224,3.973638,0.091436
275405,1,1.321741,0
21041,1,1.204996,0
62209,1,1.37824,0
319927,1,1.186858,0
48544,3.634771734,2.935011,0
359567,1,1.263022,0
212172,1.6573452,1.592163,0
252166,1.377141734,1.372281,0
76443,3.632657734,3.657152,0
301351,1.884074134,1.811175,0
40984,1,1.175811,0
104051,1,1.267636,0
32257,1.5528068,1.636822,0
70397,1,2.604016,0
22998,1.433678134,1.43619,0
330597,1,2.81423,0
256448,1,2.462426,0
248174,1,1.209474,0
32372,1,1.12078,0
21817,1,1.114471,0
345545,1,1.113573,0
352372,1,1.113629,0
18905,1,1.125535,0
293060,1,1.125537,0
270699,1,1.121495,0
253377,1,1.127082,0
59013,1,1.13225,0
218153,1,1.137349,0
252011,1,1.142887,0
265455,1,1.142669,0
123714,1,1.142967,0
13499,1.189807334,1.352358,0
270618,2.786147734,2.874251,0
168439,2.206454,3.573271,0
2851,2.247670666,3.581505,0
258445,1.603641066,3.504114,0
99854,4.4213676,6.592091,0.64894
374779,2.231631334,3.57798,0
324995,2.113319466,3.555393,0
132099,1.475014934,1.362024,0
