id,num_views,num_votes,num_comments
21523,0.27212493,1.2,0
87152,0.271988808,1.2,0
182789,0.354031566,1.2,0
312571,0.46481841,1.2,0
246776,0,1.2,0
86278,2.61764958,2.5164012,0
408061,0.507343452,1.2,0
119989,0.507311994,1.2,0
247786,2.584165626,2.5372452,0
33437,0.730259544,1.2,0
289286,0.495538764,1.2,0
221744,0.507530436,1.2,0
997,2.773907052,3.2819892,0
90859,2.266174344,3.2696904,0
57506,0.51353127,1.2,0
292764,1.228583958,2.461482,0
341866,0,1.2,0
43264,4.421072334,4.3536672,1
116615,3.615158064,3.2870796,1
310135,3.207552936,3.262866,1
310390,1.902265554,1.5150924,0
64227,0.31705548,1.2,0
97169,0,1.2,0
278233,0.249199692,1.2,0
133916,1.914333372,1.518696,0
159346,0.542988894,1.2,0
251770,2.509109484,2.2131336,0
36636,0.160690698,1.2,0
356915,0.158214924,1.2,0
25053,0.228037278,1.2,0
77956,3.253411056,2.7756612,1
80731,4.051305888,3.2317212,1
35291,2.728301184,2.3328828,0
27549,0,1.2,0
325665,0,1.2,0
29799,0,1.2,0
315705,1.667312514,1.8429156,0
141823,3.136058016,1.2,0
252646,0.506075136,1.2,0
401397,1.12239498,2.3058132,0
283991,0.510731802,1.2,0
63621,0.418944708,1.2,0
296435,1.159363128,1.2,0
353091,0,1.2,0
255062,0,1.2,0
142200,3.221465604,5.4429396,1
203180,0.466385136,1.2,0
20847,0,1.2,0
280555,4.201016568,3.2316108,1
67559,0,1.2,0
266083,0,1.2,0
280439,0.27338325,1.2,0
270045,0,1.2,0
364853,0.147950208,1.2,0
393463,0,1.2,0
84824,0,1.2,0
380087,0,1.2,0
211433,0,1.7686692,0
117890,0.538248732,2.589486,0
264491,0,1.2,0
20472,0,1.2,0
47772,0,1.2,0
35990,0,1.2,0
145389,0,1.2,0
404495,0,1.2,0
72860,0.187026336,1.2,0
115494,1.16069583,2.5914984,0
135644,1.858227,3.181644,0
275405,0.21845229,1.2,0
21041,0,1.2,0
62209,0.715692726,1.2,0
319927,0.144717384,1.2,0
48544,2.150329818,2.8071168,0
359567,0.563814678,1.2,0
212172,0,1.2,0
252166,0,1.2,0
76443,1.977719478,3.4768212,0
301351,0.441458052,1.2,0
40984,0,1.2,0
104051,0.40643736,1.2,0
32257,0.343550172,1.2,0
70397,0.423647532,2.7221892,0
22998,0,1.2,0
330597,0.884513994,3.0022416,0
256448,0.43631952,2.4347388,0
248174,0.14323386,1.2,0
