id,num_views,num_votes,num_comments
21523,9 ,2 ,0 
87152,9 ,2 ,0 
182789,9 ,2 ,0 
312571,0 ,2 ,0 
246776,9 ,2 ,0 
86278,9 ,2 ,2 
408061,68 ,3 ,0 
119989,68 ,3 ,0 
247786,9 ,2 ,2 
33437,65 ,3 ,0 
289286,0 ,2 ,0 
221744,68 ,3 ,0 
997,41 ,3 ,0 
90859,41 ,3 ,0 
57506,0 ,2 ,0 
292764,41 ,3 ,0 
341866,9 ,2 ,0 
43264,41 ,3 ,0 
116615,41 ,3 ,0 
310135,41 ,3 ,0 
310390,75 ,4 ,1 
64227,9 ,2 ,0 
97169,9 ,2 ,0 
278233,0 ,1 ,0 
133916,75 ,4 ,1 
159346,0 ,2 ,0 
251770,173 ,3 ,1 
36636,9 ,2 ,0 
356915,9 ,2 ,0 
25053,0 ,2 ,0 
77956,41 ,3 ,0 
80731,9 ,2 ,2 
35291,173 ,5 ,1 
27549,9 ,2 ,0 
325665,9 ,2 ,0 
29799,0 ,1 ,0 
315705,65 ,3 ,0 
141823,9 ,2 ,5 
252646,0 ,2 ,0 
401397,41 ,3 ,0 
283991,0 ,1 ,0 
63621,0 ,1 ,0 
296435,54 ,3 ,0 
353091,9 ,2 ,0 
255062,9 ,2 ,0 
142200,9 ,2 ,0 
203180,0 ,2 ,0 
20847,9 ,2 ,0 
280555,9 ,2 ,2 
67559,9 ,2 ,0 
266083,9 ,2 ,0 
280439,9 ,2 ,0 
270045,9 ,2 ,0 
364853,9 ,2 ,0 
393463,9 ,2 ,0 
84824,9 ,2 ,0 
380087,9 ,2 ,0 
211433,9 ,2 ,0 
117890,9 ,2 ,0 
264491,9 ,2 ,0 
20472,9 ,2 ,0 
47772,9 ,2 ,0 
35990,9 ,2 ,0 
145389,9 ,2 ,0 
404495,9 ,2 ,0 
72860,9 ,2 ,0 
115494,41 ,3 ,0 
135644,41 ,3 ,0 
275405,9 ,2 ,0 
21041,9 ,2 ,0 
62209,0 ,1 ,0 
319927,9 ,2 ,0 
48544,41 ,3 ,0 
359567,0 ,2 ,0 
212172,9 ,2 ,0 
252166,9 ,2 ,0 
76443,41 ,3 ,0 
301351,0 ,2 ,0 
40984,9 ,2 ,0 
104051,0 ,1 ,0 
32257,0 ,1 ,0 
70397,9 ,2 ,0 
22998,9 ,2 ,0 
330597,9 ,2 ,0 
256448,9 ,2 ,0 
248174,9 ,2 ,0 
32372,9 ,2 ,0 
21817,9 ,2 ,0 
345545,9 ,2 ,0 
352372,9 ,2 ,0 
18905,9 ,2 ,0 
293060,9 ,2 ,0 
270699,9 ,2 ,0 
253377,9 ,2 ,0 
59013,9 ,2 ,0 
218153,9 ,2 ,0 
252011,9 ,2 ,0 
265455,9 ,2 ,0 
123714,9 ,2 ,0 
13499,9 ,2 ,0 
270618,41 ,3 ,0 
168439,9 ,2 ,0 
2851,9 ,2 ,0 
258445,9 ,2 ,0 
99854,9 ,2 ,0 
374779,9 ,2 ,0 
324995,9 ,2 ,0 
132099,9 ,2 ,0 
279075,9 ,2 ,0 
9138,9 ,2 ,0 
84166,0 ,2 ,0 
88128,9 ,2 ,0 
289494,0 ,1 ,0 
316802,9 ,2 ,0 
237030,9 ,2 ,0 
323680,9 ,2 ,0 
177554,9 ,2 ,0 
70259,9 ,2 ,0 
398128,9 ,2 ,0 
279140,9 ,2 ,0 
39289,9 ,2 ,0 
138943,9 ,2 ,0 
130855,9 ,2 ,0 
33998,9 ,2 ,0 
236280,9 ,2 ,0 
132175,9 ,2 ,0 
7618,9 ,2 ,0 
90638,9 ,2 ,0 
174582,9 ,2 ,0 
216341,9 ,2 ,0 
283093,9 ,2 ,0 
21072,9 ,2 ,0 
112746,9 ,2 ,0 
41219,9 ,2 ,0 
383543,9 ,2 ,0 
263909,9 ,2 ,0 
90158,9 ,2 ,0 
297079,9 ,2 ,0 
303710,9 ,2 ,0 
279655,9 ,2 ,0 
397133,9 ,2 ,0 
52779,9 ,2 ,0 
70515,9 ,2 ,0 
389408,9 ,2 ,0 
908,9 ,2 ,0 
386839,9 ,2 ,0 
287252,9 ,2 ,0 
223111,9 ,2 ,0 
187678,9 ,2 ,0 
164421,9 ,2 ,0 
36170,9 ,2 ,0 
167869,9 ,2 ,0 
50173,9 ,2 ,0 
170814,9 ,2 ,0 
38888,9 ,2 ,0 
216265,9 ,2 ,0 
339898,9 ,2 ,0 
301274,9 ,2 ,0 
221078,9 ,2 ,0 
188155,9 ,2 ,0 
153810,9 ,2 ,0 
385999,0 ,1 ,0 
391438,9 ,2 ,0 
144332,9 ,2 ,0 
295608,9 ,2 ,0 
8445,9 ,2 ,0 
240662,9 ,2 ,0 
54357,9 ,2 ,0 
150489,9 ,2 ,0 
341622,9 ,2 ,1 
48070,173 ,3 ,1 
344466,9 ,2 ,0 
411448,9 ,2 ,0 
220837,9 ,2 ,0 
132950,9 ,2 ,0 
159990,173 ,3 ,1 
354133,9 ,2 ,0 
30389,173 ,3 ,2 
239660,173 ,3 ,2 
77876,0 ,2 ,0 
129575,9 ,2 ,0 
235493,9 ,2 ,0 
392386,9 ,2 ,0 
342322,9 ,2 ,0 
210582,0 ,2 ,0 
160474,9 ,2 ,2 
189693,9 ,2 ,0 
61835,9 ,2 ,0 
269625,9 ,2 ,0 
154116,9 ,2 ,0 
302170,9 ,2 ,0 
68425,9 ,2 ,2 
219712,9 ,2 ,2 
136971,9 ,2 ,2 
138903,9 ,2 ,2 
186004,9 ,2 ,2 
327824,9 ,2 ,2 
195940,9 ,2 ,0 
312779,9 ,2 ,0 
278995,9 ,2 ,2 
138308,9 ,2 ,0 
355185,9 ,2 ,0 
290876,9 ,2 ,2 
13098,9 ,2 ,2 
62129,9 ,2 ,2 
325224,9 ,2 ,0 
47408,0 ,2 ,0 
117180,0 ,2 ,0 
405618,9 ,2 ,0 
222220,9 ,2 ,2 
268214,9 ,2 ,2 
221328,9 ,2 ,2 
154865,0 ,2 ,0 
260926,0 ,2 ,0 
174554,9 ,2 ,2 
131626,9 ,2 ,0 
49938,9 ,2 ,2 
121618,9 ,2 ,2 
357867,0 ,2 ,0 
10620,0 ,2 ,0 
273819,9 ,2 ,0 
20832,9 ,2 ,0 
346077,9 ,2 ,0 
139547,9 ,2 ,0 
396563,9 ,2 ,0 
138189,9 ,2 ,2 
140741,9 ,2 ,2 
278162,9 ,2 ,2 
207235,9 ,2 ,2 
209834,0 ,1 ,0 
191907,9 ,2 ,0 
125696,9 ,2 ,0 
106383,9 ,2 ,0 
125934,9 ,2 ,0 
400859,9 ,2 ,0 
48108,9 ,2 ,0 
241332,9 ,2 ,0 
373322,9 ,2 ,0 
77598,9 ,2 ,0 
397664,9 ,2 ,0 
320969,9 ,2 ,2 
372150,68 ,3 ,0 
350565,9 ,2 ,0 
339732,9 ,2 ,0 
380138,9 ,2 ,0 
146287,9 ,2 ,0 
109659,9 ,2 ,0 
53830,9 ,2 ,0 
365020,9 ,2 ,0 
391003,9 ,2 ,0 
339808,9 ,2 ,0 
265158,9 ,2 ,0 
223719,9 ,2 ,0 
88068,9 ,2 ,0 
110378,9 ,2 ,0 
251149,9 ,2 ,0 
28666,9 ,2 ,0 
332044,9 ,2 ,0 
16118,9 ,2 ,0 
113981,9 ,2 ,0 
131120,9 ,2 ,0 
14146,9 ,2 ,0 
82417,9 ,2 ,0 
166559,9 ,2 ,0 
336990,9 ,2 ,0 
401784,9 ,2 ,0 
216014,9 ,2 ,0 
195084,9 ,2 ,0 
117340,9 ,2 ,0 
345274,9 ,2 ,0 
79662,9 ,2 ,0 
97611,9 ,2 ,0 
248158,0 ,2 ,0 
229162,9 ,2 ,0 
103195,9 ,2 ,0 
142709,9 ,2 ,0 
80490,9 ,2 ,0 
395268,9 ,2 ,0 
2788,9 ,2 ,0 
319089,9 ,2 ,0 
192202,0 ,2 ,0 
113414,9 ,2 ,0 
83987,9 ,2 ,0 
397653,9 ,2 ,0 
344434,9 ,2 ,0 
51442,9 ,2 ,0 
81536,9 ,2 ,0 
210168,9 ,2 ,0 
220510,9 ,2 ,0 
296499,9 ,2 ,0 
374147,9 ,2 ,0 
301902,9 ,2 ,0 
144339,9 ,2 ,0 
25121,9 ,2 ,0 
245477,9 ,2 ,0 
