id,num_views,num_votes,num_comments
158939,0,0.301701,1
34181,0,0.324272,1
72647,0,0.904558,1
14690,0,0.982289,1
403872,0,1.073172,1
348319,0,0.762228,0
384670,0,0.762228,0
262119,0,0.988995,0
53949,0,0.637379,0
278240,0,0.969094,0
217492,0,0.985949,0
152008,0,0.647966,0
62949,0,0.647966,0
136304,0,0.987684,0
36304,0,1.003661,0
30221,0,0.97132,0
251589,0,1.031646,0
385465,0,0.471921,0
314166,0,1.003101,0
204663,0,0.711265,0
187318,0,0.905434,0
164980,0,1.010074,0
241037,0,1.012192,0
69643,0,1.074734,0
130385,0,0.885739,0
129545,0,1.051423,0
213593,0,1.025951,0
205290,0,0.710549,0
294016,0,0.753211,0
308937,0,1.069213,0
45929,0,1.106406,0
75132,0,1.075852,0
405493,0,1.057818,0
24325,0,1.093531,0
31082,0,1.089171,0
285012,0,1.069145,0
250169,0,1.062352,0
107343,0,1.064632,0
197101,0,0.947548,0
119151,0,0.95689,0
409901,0,0.95689,0
86202,0,0.95689,0
349244,0,0.95689,0
380188,0,0.95689,0
272043,0,0.95689,0
60545,0,0.95689,0
268684,0,0.95689,0
347649,0,1.100353,0
320185,0,1.100353,0
332146,0,1.113416,0
79084,0,0.966191,0
102826,0,0.966191,0
245873,0,0.966191,0
284788,0,1.107048,0
360902,0,1.125258,0
358370,0,1.147132,0
205800,0,1.128483,0
327175,0,1.11574,0
10392,0,1.115858,0
125377,0,1.118086,0
33269,0,1.124773,0
298322,0,1.133349,0
215017,0,0.983949,0
24240,0,1.177503,0
246261,0,1.160296,0
408599,0,0.961247,0
390033,0,1.162463,0
138120,0,0.997345,0
146099,0,1.18822,1
230215,0,0.984668,0
40568,0,1.116712,0
149555,0,1.154856,0
191579,0,1.114772,0
153308,0,1.119161,0
400322,0,1.159769,0
351543,0,0.525385,0
56950,0,0.536533,0
77322,0,1.147102,0
233345,0,0.968787,0
263794,0,0.292261,0
391368,0,1.149338,0
396932,0,1.047984,0
219544,0,0.986953,0
136767,0,1.181007,0
49747,0,1.168801,0
316020,0,1.134908,0
63957,0,1.124349,0
393956,0,1.141498,0
256939,0,1.166404,0
281108,0,1.021867,0
308095,0,0.314462,0
148331,0,1.209354,0
18408,0,1.161081,0
239996,0,1.199039,0
252387,0,1.150861,0
83290,0,1.012632,0
110207,0,1.21091,1
93026,0,1.061021,0
26885,0,1.222989,1
247737,0,1.202389,0
42413,0,1.231095,0
90770,0,1.195304,0
208630,0,1.078796,0
9237,0,1.082685,0
215658,0,0.550479,0
308358,0,1.077138,0
385205,0,1.08545,0
399029,0,1.26198,1
11850,0,1.172355,0
87827,0,1.258892,1
313655,0,1.225121,0
353304,0,1.039183,0
175297,0,1.089888,0
287346,0,1.172487,0
257815,0,1.092108,0
156938,0,1.10794,0
6184,0,1.055267,0
162984,0,0.548344,0
408283,0,0.492796,0
196002,0,0.492796,0
212560,0,1.080536,0
59639,0,0.471717,0
222106,0,1.243742,1
228167,0,1.261573,1
408432,0,0.637215,1
339626,0,1.254141,0
132268,0,1.112118,0
150454,0,1.208538,0
231542,0,0.446972,0
138386,0,0.481342,0
312092,0,1.091717,0
151722,0,1.120697,0
10988,0,1.284205,1
196268,0,1.118798,0
327013,0,1.290565,1
192251,0,1.064373,0
90611,0,0.605397,0
84085,0,1.121026,0
43750,0,1.286905,1
291443,0,1.249624,0
20155,0,1.227497,0
